source,dest,weight
finished products,decalcifier,1
finished products,spread cheese,7
finished products,house keeping products,3
finished products,frozen chicken,1
finished products,soap,4
finished products,cling film/bags,5
finished products,female sanitary products,3
finished products,white bread,21
finished products,pet care,11
finished products,Instant food products,5
finished products,salty snack,13
finished products,specialty cheese,9
finished products,baking powder,7
finished products,dish cleaner,6
finished products,sliced cheese,13
finished products,frozen vegetables,21
finished products,whipped/sour cream,38
finished products,oil,12
finished products,salt,6
finished products,shopping bags,28
finished products,margarine,29
finished products,domestic eggs,31
finished products,photo/film,3
finished products,hair spray,1
finished products,onions,21
finished products,candy,11
finished products,UHT-milk,19
finished products,liquor (appetizer),7
finished products,pickled vegetables,8
finished products,liquor,10
finished products,cream cheese,20
finished products,hard cheese,18
finished products,ice cream,18
finished products,meat,18
finished products,white wine,14
finished products,cleaner,1
finished products,condensed milk,5
finished products,specialty chocolate,14
finished products,dog food,5
finished products,dessert,25
finished products,bottled beer,37
finished products,beverages,16
beverages,toilet cleaner,2
beverages,make up remover,1
beverages,ready soups,4
beverages,pudding powder,7
beverages,specialty vegetables,1
beverages,tea,6
beverages,rice,11
beverages,flower (seeds),20
beverages,jam,11
beverages,honey,4
beverages,cake bar,29
beverages,organic products,5
beverages,softener,12
beverages,cocoa drinks,5
beverages,nut snack,8
beverages,skin care,4
beverages,cream,5
beverages,ketchup,11
beverages,syrup,5
beverages,abrasive cleaner,7
beverages,liqueur,2
beverages,seasonal products,23
beverages,cooking chocolate,4
beverages,tidbits,6
beverages,whisky,5
beverages,candles,23
beverages,male cosmetics,9
beverages,dishes,33
beverages,meat spreads,11
beverages,cereals,15
beverages,flower soil/fertilizer,4
beverages,kitchen towels,10
beverages,roll products,21
beverages,dental care,11
beverages,mayonnaise,20
beverages,soft cheese,46
beverages,organic sausage,5
beverages,snack products,4
beverages,instant coffee,15
beverages,specialty fat,13
beverages,mustard,31
beverages,soups,16
beverages,sweet spreads,19
beverages,bags,2
beverages,long life bakery product,61
beverages,chocolate marshmallow,20
beverages,rum,5
beverages,sauces,9
beverages,waffles,73
beverages,napkins,85
beverages,spices,12
beverages,brandy,12
beverages,frozen fruits,6
beverages,canned fruit,4
beverages,zwieback,18
beverages,liver loaf,14
beverages,prosecco,5
beverages,bathroom cleaner,5
beverages,cat food,50
beverages,semi-finished bread,35
beverages,cookware,4
beverages,canned fish,31
beverages,chewing gum,46
beverages,canned vegetables,29
beverages,light bulbs,10
beverages,artif. sweetener,5
beverages,hygiene articles,47
beverages,frozen fish,29
beverages,potato products,4
beverages,nuts/prunes,9
beverages,vinegar,14
beverages,frozen dessert,29
beverages,spread cheese,31
beverages,house keeping products,14
beverages,frozen chicken,1
beverages,soap,6
beverages,cling film/bags,22
beverages,female sanitary products,13
beverages,white bread,84
beverages,pet care,23
beverages,Instant food products,15
beverages,salty snack,66
beverages,specialty cheese,20
beverages,baking powder,30
beverages,dish cleaner,20
beverages,sliced cheese,55
beverages,frozen vegetables,93
beverages,whipped/sour cream,124
beverages,oil,53
beverages,salt,28
beverages,shopping bags,121
beverages,margarine,99
beverages,domestic eggs,110
beverages,photo/film,22
beverages,onions,76
beverages,candy,49
beverages,UHT-milk,85
beverages,liquor (appetizer),12
beverages,pickled vegetables,32
beverages,liquor,32
beverages,cream cheese,97
beverages,hard cheese,65
beverages,ice cream,60
beverages,meat,66
beverages,white wine,46
beverages,cleaner,7
beverages,condensed milk,29
beverages,specialty chocolate,65
beverages,dog food,20
beverages,dessert,86
beverages,bottled beer,126
bottled beer,preservation products,1
bottled beer,toilet cleaner,1
bottled beer,make up remover,4
bottled beer,ready soups,8
bottled beer,pudding powder,9
bottled beer,specialty vegetables,5
bottled beer,salad dressing,3
bottled beer,tea,13
bottled beer,rice,27
bottled beer,flower (seeds),37
bottled beer,kitchen utensil,1
bottled beer,jam,22
bottled beer,honey,5
bottled beer,cake bar,47
bottled beer,organic products,5
bottled beer,softener,25
bottled beer,cocoa drinks,9
bottled beer,nut snack,14
bottled beer,rubbing alcohol,2
bottled beer,skin care,10
bottled beer,cream,7
bottled beer,ketchup,19
bottled beer,syrup,12
bottled beer,abrasive cleaner,15
bottled beer,liqueur,3
bottled beer,seasonal products,59
bottled beer,cooking chocolate,11
bottled beer,tidbits,12
bottled beer,whisky,8
bottled beer,candles,33
bottled beer,male cosmetics,23
bottled beer,dishes,75
bottled beer,meat spreads,18
bottled beer,cereals,26
bottled beer,flower soil/fertilizer,10
bottled beer,kitchen towels,21
bottled beer,roll products,43
bottled beer,dental care,17
bottled beer,mayonnaise,34
bottled beer,soft cheese,81
bottled beer,organic sausage,9
bottled beer,snack products,11
bottled beer,instant coffee,31
bottled beer,specialty fat,15
bottled beer,mustard,55
bottled beer,soups,31
bottled beer,sweet spreads,43
bottled beer,bags,3
bottled beer,long life bakery product,124
bottled beer,chocolate marshmallow,34
bottled beer,rum,22
bottled beer,sauces,14
bottled beer,waffles,132
bottled beer,napkins,152
bottled beer,spices,24
bottled beer,brandy,25
bottled beer,frozen fruits,7
bottled beer,canned fruit,11
bottled beer,zwieback,33
bottled beer,liver loaf,32
bottled beer,prosecco,10
bottled beer,bathroom cleaner,9
bottled beer,cat food,99
bottled beer,semi-finished bread,66
bottled beer,cookware,12
bottled beer,canned fish,64
bottled beer,chewing gum,100
bottled beer,canned vegetables,51
bottled beer,light bulbs,23
bottled beer,artif. sweetener,13
bottled beer,hygiene articles,114
bottled beer,frozen fish,53
bottled beer,potato products,17
bottled beer,nuts/prunes,21
bottled beer,vinegar,28
bottled beer,frozen dessert,48
bottled beer,decalcifier,5
bottled beer,spread cheese,54
bottled beer,house keeping products,31
bottled beer,frozen chicken,3
bottled beer,soap,11
bottled beer,cling film/bags,40
bottled beer,female sanitary products,23
bottled beer,white bread,158
bottled beer,pet care,48
bottled beer,Instant food products,28
bottled beer,salty snack,146
bottled beer,specialty cheese,45
bottled beer,baking powder,68
bottled beer,dish cleaner,35
bottled beer,sliced cheese,106
bottled beer,frozen vegetables,179
bottled beer,whipped/sour cream,246
bottled beer,oil,116
bottled beer,salt,47
bottled beer,shopping bags,254
bottled beer,margarine,193
bottled beer,domestic eggs,235
bottled beer,photo/film,47
bottled beer,hair spray,6
bottled beer,onions,152
bottled beer,candy,111
bottled beer,UHT-milk,160
bottled beer,liquor (appetizer),41
bottled beer,pickled vegetables,73
bottled beer,liquor,48
bottled beer,cream cheese,163
bottled beer,hard cheese,114
bottled beer,ice cream,113
bottled beer,meat,134
bottled beer,white wine,86
bottled beer,cleaner,16
bottled beer,condensed milk,50
bottled beer,specialty chocolate,113
bottled beer,dog food,41
bottled beer,dessert,161
dessert,toilet cleaner,1
dessert,make up remover,1
dessert,ready soups,6
dessert,pudding powder,9
dessert,specialty vegetables,5
dessert,salad dressing,4
dessert,tea,11
dessert,rice,17
dessert,flower (seeds),23
dessert,jam,18
dessert,honey,4
dessert,cake bar,33
dessert,organic products,5
dessert,softener,16
dessert,cocoa drinks,6
dessert,nut snack,9
dessert,rubbing alcohol,2
dessert,skin care,7
dessert,cream,4
dessert,ketchup,10
dessert,syrup,11
dessert,abrasive cleaner,5
dessert,liqueur,4
dessert,seasonal products,39
dessert,cooking chocolate,9
dessert,tidbits,11
dessert,whisky,3
dessert,candles,21
dessert,male cosmetics,15
dessert,dishes,57
dessert,meat spreads,11
dessert,cereals,15
dessert,flower soil/fertilizer,4
dessert,kitchen towels,13
dessert,roll products,31
dessert,dental care,10
dessert,mayonnaise,32
dessert,soft cheese,56
dessert,organic sausage,10
dessert,snack products,8
dessert,instant coffee,18
dessert,specialty fat,9
dessert,mustard,40
dessert,soups,24
dessert,sweet spreads,30
dessert,bags,1
dessert,long life bakery product,80
dessert,chocolate marshmallow,27
dessert,rum,8
dessert,sauces,14
dessert,waffles,85
dessert,napkins,110
dessert,spices,17
dessert,brandy,16
dessert,frozen fruits,1
dessert,canned fruit,5
dessert,zwieback,19
dessert,liver loaf,21
dessert,prosecco,6
dessert,bathroom cleaner,6
dessert,cat food,55
dessert,semi-finished bread,41
dessert,cookware,5
dessert,canned fish,39
dessert,chewing gum,63
dessert,canned vegetables,36
dessert,light bulbs,15
dessert,artif. sweetener,7
dessert,hygiene articles,72
dessert,frozen fish,43
dessert,potato products,11
dessert,nuts/prunes,10
dessert,vinegar,21
dessert,frozen dessert,29
dessert,decalcifier,3
dessert,spread cheese,45
dessert,house keeping products,20
dessert,frozen chicken,2
dessert,soap,11
dessert,cling film/bags,31
dessert,female sanitary products,16
dessert,white bread,118
dessert,pet care,33
dessert,Instant food products,16
dessert,salty snack,93
dessert,specialty cheese,31
dessert,baking powder,38
dessert,dish cleaner,25
dessert,sliced cheese,64
dessert,frozen vegetables,113
dessert,whipped/sour cream,172
dessert,oil,74
dessert,salt,34
dessert,shopping bags,167
dessert,margarine,146
dessert,domestic eggs,162
dessert,photo/film,35
dessert,hair spray,4
dessert,onions,96
dessert,candy,77
dessert,UHT-milk,104
dessert,liquor (appetizer),23
dessert,pickled vegetables,48
dessert,liquor,34
dessert,cream cheese,116
dessert,hard cheese,61
dessert,ice cream,77
dessert,meat,91
dessert,white wine,62
dessert,cleaner,10
dessert,condensed milk,34
dessert,specialty chocolate,68
dessert,dog food,28
dog food,ready soups,1
dog food,pudding powder,2
dog food,specialty vegetables,3
dog food,tea,4
dog food,rice,8
dog food,flower (seeds),8
dog food,jam,7
dog food,cake bar,13
dog food,softener,6
dog food,nut snack,3
dog food,rubbing alcohol,1
dog food,skin care,1
dog food,cream,2
dog food,ketchup,3
dog food,syrup,2
dog food,abrasive cleaner,3
dog food,seasonal products,14
dog food,cooking chocolate,2
dog food,tidbits,1
dog food,candles,7
dog food,male cosmetics,4
dog food,dishes,14
dog food,meat spreads,4
dog food,cereals,3
dog food,flower soil/fertilizer,1
dog food,kitchen towels,3
dog food,roll products,5
dog food,dental care,3
dog food,mayonnaise,10
dog food,soft cheese,11
dog food,organic sausage,1
dog food,snack products,2
dog food,instant coffee,9
dog food,specialty fat,5
dog food,mustard,4
dog food,soups,2
dog food,sweet spreads,7
dog food,long life bakery product,24
dog food,chocolate marshmallow,9
dog food,rum,3
dog food,sauces,5
dog food,waffles,30
dog food,napkins,23
dog food,spices,4
dog food,brandy,4
dog food,canned fruit,4
dog food,zwieback,4
dog food,liver loaf,10
dog food,bathroom cleaner,1
dog food,cat food,15
dog food,semi-finished bread,9
dog food,cookware,2
dog food,canned fish,12
dog food,chewing gum,20
dog food,canned vegetables,13
dog food,light bulbs,2
dog food,artif. sweetener,3
dog food,hygiene articles,19
dog food,frozen fish,7
dog food,potato products,1
dog food,vinegar,8
dog food,frozen dessert,9
dog food,decalcifier,2
dog food,spread cheese,6
dog food,house keeping products,1
dog food,soap,3
dog food,cling film/bags,6
dog food,female sanitary products,3
dog food,white bread,27
dog food,pet care,6
dog food,Instant food products,2
dog food,salty snack,23
dog food,specialty cheese,9
dog food,baking powder,12
dog food,dish cleaner,8
dog food,sliced cheese,16
dog food,frozen vegetables,24
dog food,whipped/sour cream,36
dog food,oil,12
dog food,salt,6
dog food,shopping bags,48
dog food,margarine,38
dog food,domestic eggs,36
dog food,photo/film,3
dog food,hair spray,2
dog food,onions,27
dog food,candy,13
dog food,UHT-milk,23
dog food,liquor (appetizer),5
dog food,pickled vegetables,11
dog food,liquor,11
dog food,cream cheese,27
dog food,hard cheese,16
dog food,ice cream,13
dog food,meat,21
dog food,white wine,14
dog food,condensed milk,6
dog food,specialty chocolate,14
specialty chocolate,preservation products,1
specialty chocolate,toilet cleaner,1
specialty chocolate,make up remover,1
specialty chocolate,ready soups,1
specialty chocolate,pudding powder,4
specialty chocolate,specialty vegetables,3
specialty chocolate,salad dressing,1
specialty chocolate,tea,8
specialty chocolate,rice,16
specialty chocolate,flower (seeds),14
specialty chocolate,kitchen utensil,1
specialty chocolate,jam,5
specialty chocolate,honey,2
specialty chocolate,cake bar,27
specialty chocolate,organic products,3
specialty chocolate,softener,13
specialty chocolate,cocoa drinks,6
specialty chocolate,nut snack,8
specialty chocolate,rubbing alcohol,3
specialty chocolate,skin care,3
specialty chocolate,cream,2
specialty chocolate,ketchup,8
specialty chocolate,syrup,5
specialty chocolate,abrasive cleaner,9
specialty chocolate,liqueur,2
specialty chocolate,seasonal products,26
specialty chocolate,cooking chocolate,5
specialty chocolate,tidbits,4
specialty chocolate,whisky,3
specialty chocolate,candles,23
specialty chocolate,male cosmetics,6
specialty chocolate,dishes,28
specialty chocolate,meat spreads,10
specialty chocolate,cereals,9
specialty chocolate,flower soil/fertilizer,5
specialty chocolate,kitchen towels,12
specialty chocolate,roll products,23
specialty chocolate,dental care,11
specialty chocolate,mayonnaise,18
specialty chocolate,soft cheese,36
specialty chocolate,organic sausage,7
specialty chocolate,snack products,6
specialty chocolate,instant coffee,13
specialty chocolate,specialty fat,4
specialty chocolate,mustard,17
specialty chocolate,soups,11
specialty chocolate,sweet spreads,17
specialty chocolate,long life bakery product,57
specialty chocolate,chocolate marshmallow,15
specialty chocolate,rum,3
specialty chocolate,sauces,16
specialty chocolate,waffles,64
specialty chocolate,napkins,74
specialty chocolate,spices,13
specialty chocolate,baby cosmetics,2
specialty chocolate,brandy,14
specialty chocolate,frozen fruits,4
specialty chocolate,canned fruit,6
specialty chocolate,zwieback,16
specialty chocolate,liver loaf,8
specialty chocolate,prosecco,5
specialty chocolate,bathroom cleaner,3
specialty chocolate,cat food,44
specialty chocolate,semi-finished bread,36
specialty chocolate,cookware,3
specialty chocolate,canned fish,28
specialty chocolate,chewing gum,50
specialty chocolate,canned vegetables,24
specialty chocolate,light bulbs,8
specialty chocolate,artif. sweetener,10
specialty chocolate,hygiene articles,45
specialty chocolate,frozen fish,31
specialty chocolate,potato products,9
specialty chocolate,nuts/prunes,12
specialty chocolate,vinegar,13
specialty chocolate,frozen dessert,31
specialty chocolate,decalcifier,1
specialty chocolate,spread cheese,25
specialty chocolate,house keeping products,15
specialty chocolate,frozen chicken,1
specialty chocolate,soap,8
specialty chocolate,cling film/bags,24
specialty chocolate,female sanitary products,9
specialty chocolate,white bread,79
specialty chocolate,pet care,22
specialty chocolate,Instant food products,20
specialty chocolate,salty snack,56
specialty chocolate,specialty cheese,20
specialty chocolate,baking powder,33
specialty chocolate,dish cleaner,21
specialty chocolate,sliced cheese,69
specialty chocolate,frozen vegetables,88
specialty chocolate,whipped/sour cream,113
specialty chocolate,oil,49
specialty chocolate,salt,17
specialty chocolate,shopping bags,120
specialty chocolate,margarine,106
specialty chocolate,domestic eggs,111
specialty chocolate,photo/film,27
specialty chocolate,hair spray,2
specialty chocolate,onions,83
specialty chocolate,candy,57
specialty chocolate,UHT-milk,77
specialty chocolate,liquor (appetizer),16
specialty chocolate,pickled vegetables,31
specialty chocolate,liquor,28
specialty chocolate,cream cheese,84
specialty chocolate,hard cheese,58
specialty chocolate,ice cream,56
specialty chocolate,meat,59
specialty chocolate,white wine,48
specialty chocolate,cleaner,3
specialty chocolate,condensed milk,28
condensed milk,ready soups,5
condensed milk,specialty vegetables,2
condensed milk,salad dressing,1
condensed milk,tea,2
condensed milk,rice,7
condensed milk,flower (seeds),11
condensed milk,jam,3
condensed milk,honey,2
condensed milk,cake bar,13
condensed milk,organic products,2
condensed milk,softener,5
condensed milk,cocoa drinks,4
condensed milk,nut snack,2
condensed milk,skin care,4
condensed milk,cream,2
condensed milk,ketchup,3
condensed milk,syrup,3
condensed milk,liqueur,2
condensed milk,seasonal products,11
condensed milk,cooking chocolate,2
condensed milk,tidbits,2
condensed milk,whisky,1
condensed milk,candles,6
condensed milk,male cosmetics,8
condensed milk,dishes,21
condensed milk,meat spreads,5
condensed milk,cereals,8
condensed milk,flower soil/fertilizer,2
condensed milk,kitchen towels,3
condensed milk,roll products,11
condensed milk,dental care,2
condensed milk,mayonnaise,2
condensed milk,soft cheese,18
condensed milk,organic sausage,4
condensed milk,snack products,1
condensed milk,instant coffee,4
condensed milk,specialty fat,6
condensed milk,mustard,10
condensed milk,soups,5
condensed milk,sweet spreads,10
condensed milk,long life bakery product,31
condensed milk,chocolate marshmallow,9
condensed milk,rum,5
condensed milk,sauces,4
condensed milk,waffles,27
condensed milk,napkins,32
condensed milk,spices,5
condensed milk,baby cosmetics,1
condensed milk,brandy,8
condensed milk,frozen fruits,3
condensed milk,canned fruit,2
condensed milk,zwieback,5
condensed milk,liver loaf,6
condensed milk,prosecco,2
condensed milk,bathroom cleaner,4
condensed milk,cat food,15
condensed milk,semi-finished bread,12
condensed milk,cookware,1
condensed milk,canned fish,14
condensed milk,chewing gum,27
condensed milk,canned vegetables,7
condensed milk,light bulbs,5
condensed milk,artif. sweetener,7
condensed milk,hygiene articles,17
condensed milk,frozen fish,17
condensed milk,potato products,1
condensed milk,nuts/prunes,3
condensed milk,vinegar,8
condensed milk,frozen dessert,15
condensed milk,spread cheese,13
condensed milk,house keeping products,5
condensed milk,frozen chicken,1
condensed milk,soap,2
condensed milk,cling film/bags,10
condensed milk,female sanitary products,2
condensed milk,white bread,29
condensed milk,pet care,15
condensed milk,Instant food products,10
condensed milk,salty snack,27
condensed milk,specialty cheese,8
condensed milk,baking powder,14
condensed milk,dish cleaner,10
condensed milk,sliced cheese,27
condensed milk,frozen vegetables,42
condensed milk,whipped/sour cream,48
condensed milk,oil,28
condensed milk,salt,10
condensed milk,shopping bags,63
condensed milk,margarine,45
condensed milk,domestic eggs,44
condensed milk,photo/film,10
condensed milk,hair spray,1
condensed milk,onions,37
condensed milk,candy,28
condensed milk,UHT-milk,29
condensed milk,liquor (appetizer),7
condensed milk,pickled vegetables,16
condensed milk,liquor,13
condensed milk,cream cheese,31
condensed milk,hard cheese,19
condensed milk,ice cream,23
condensed milk,meat,28
condensed milk,white wine,21
condensed milk,cleaner,6
cleaner,ready soups,2
cleaner,tea,1
cleaner,rice,2
cleaner,flower (seeds),2
cleaner,jam,1
cleaner,cake bar,5
cleaner,organic products,1
cleaner,softener,2
cleaner,nut snack,1
cleaner,skin care,1
cleaner,cream,2
cleaner,ketchup,3
cleaner,syrup,1
cleaner,abrasive cleaner,4
cleaner,liqueur,1
cleaner,seasonal products,4
cleaner,cooking chocolate,3
cleaner,whisky,1
cleaner,candles,1
cleaner,male cosmetics,1
cleaner,dishes,7
cleaner,meat spreads,1
cleaner,cereals,1
cleaner,flower soil/fertilizer,2
cleaner,roll products,4
cleaner,dental care,2
cleaner,mayonnaise,2
cleaner,soft cheese,6
cleaner,instant coffee,3
cleaner,mustard,3
cleaner,soups,2
cleaner,sweet spreads,3
cleaner,long life bakery product,8
cleaner,chocolate marshmallow,2
cleaner,rum,4
cleaner,sauces,2
cleaner,waffles,10
cleaner,napkins,9
cleaner,spices,2
cleaner,brandy,2
cleaner,frozen fruits,1
cleaner,canned fruit,1
cleaner,zwieback,2
cleaner,liver loaf,4
cleaner,prosecco,1
cleaner,cat food,5
cleaner,semi-finished bread,4
cleaner,cookware,2
cleaner,canned fish,4
cleaner,chewing gum,7
cleaner,canned vegetables,5
cleaner,light bulbs,1
cleaner,artif. sweetener,1
cleaner,hygiene articles,7
cleaner,frozen fish,2
cleaner,nuts/prunes,1
cleaner,vinegar,3
cleaner,frozen dessert,2
cleaner,spread cheese,4
cleaner,house keeping products,2
cleaner,soap,1
cleaner,cling film/bags,5
cleaner,female sanitary products,3
cleaner,white bread,13
cleaner,pet care,2
cleaner,Instant food products,3
cleaner,salty snack,9
cleaner,specialty cheese,1
cleaner,baking powder,1
cleaner,dish cleaner,6
cleaner,sliced cheese,8
cleaner,frozen vegetables,8
cleaner,whipped/sour cream,23
cleaner,oil,4
cleaner,salt,6
cleaner,shopping bags,15
cleaner,margarine,13
cleaner,domestic eggs,15
cleaner,photo/film,2
cleaner,onions,12
cleaner,candy,9
cleaner,UHT-milk,8
cleaner,liquor (appetizer),2
cleaner,pickled vegetables,5
cleaner,liquor,3
cleaner,cream cheese,12
cleaner,hard cheese,5
cleaner,ice cream,9
cleaner,meat,9
cleaner,white wine,2
white wine,toilet cleaner,1
white wine,make up remover,3
white wine,ready soups,3
white wine,pudding powder,3
white wine,salad dressing,1
white wine,tea,9
white wine,rice,9
white wine,flower (seeds),11
white wine,jam,7
white wine,honey,2
white wine,cake bar,24
white wine,organic products,2
white wine,softener,9
white wine,cocoa drinks,4
white wine,nut snack,6
white wine,rubbing alcohol,2
white wine,skin care,3
white wine,cream,4
white wine,ketchup,6
white wine,syrup,3
white wine,abrasive cleaner,4
white wine,liqueur,3
white wine,seasonal products,15
white wine,cooking chocolate,2
white wine,tidbits,2
white wine,whisky,2
white wine,candles,13
white wine,male cosmetics,9
white wine,dishes,27
white wine,meat spreads,3
white wine,cereals,8
white wine,flower soil/fertilizer,3
white wine,kitchen towels,8
white wine,roll products,15
white wine,dental care,9
white wine,mayonnaise,15
white wine,soft cheese,37
white wine,organic sausage,2
white wine,snack products,5
white wine,instant coffee,15
white wine,specialty fat,2
white wine,mustard,16
white wine,soups,6
white wine,sweet spreads,15
white wine,long life bakery product,46
white wine,chocolate marshmallow,14
white wine,rum,7
white wine,sauces,9
white wine,waffles,50
white wine,napkins,54
white wine,spices,9
white wine,baby cosmetics,1
white wine,brandy,7
white wine,frozen fruits,1
white wine,canned fruit,2
white wine,zwieback,13
white wine,liver loaf,14
white wine,prosecco,2
white wine,cat food,36
white wine,semi-finished bread,29
white wine,cookware,5
white wine,canned fish,15
white wine,chewing gum,33
white wine,canned vegetables,14
white wine,light bulbs,4
white wine,artif. sweetener,9
white wine,hygiene articles,35
white wine,frozen fish,17
white wine,potato products,6
white wine,nuts/prunes,9
white wine,vinegar,10
white wine,frozen dessert,16
white wine,decalcifier,1
white wine,spread cheese,18
white wine,house keeping products,5
white wine,frozen chicken,3
white wine,soap,2
white wine,cling film/bags,15
white wine,female sanitary products,11
white wine,white bread,56
white wine,pet care,16
white wine,Instant food products,10
white wine,salty snack,67
white wine,specialty cheese,13
white wine,baking powder,22
white wine,dish cleaner,14
white wine,sliced cheese,43
white wine,frozen vegetables,61
white wine,whipped/sour cream,88
white wine,oil,52
white wine,salt,17
white wine,shopping bags,97
white wine,margarine,73
white wine,domestic eggs,80
white wine,photo/film,21
white wine,hair spray,1
white wine,onions,62
white wine,candy,41
white wine,UHT-milk,67
white wine,liquor (appetizer),14
white wine,pickled vegetables,29
white wine,liquor,21
white wine,cream cheese,57
white wine,hard cheese,44
white wine,ice cream,45
white wine,meat,47
meat,preservation products,1
meat,toilet cleaner,1
meat,make up remover,1
meat,ready soups,3
meat,pudding powder,5
meat,specialty vegetables,1
meat,salad dressing,1
meat,tea,9
meat,rice,12
meat,flower (seeds),23
meat,jam,11
meat,honey,2
meat,cake bar,32
meat,organic products,5
meat,softener,8
meat,cocoa drinks,4
meat,nut snack,4
meat,rubbing alcohol,3
meat,skin care,5
meat,cream,5
meat,ketchup,10
meat,syrup,7
meat,abrasive cleaner,7
meat,liqueur,3
meat,seasonal products,26
meat,cooking chocolate,6
meat,tidbits,5
meat,whisky,3
meat,candles,21
meat,male cosmetics,12
meat,dishes,38
meat,meat spreads,6
meat,cereals,13
meat,flower soil/fertilizer,6
meat,kitchen towels,7
meat,roll products,23
meat,dental care,9
meat,mayonnaise,21
meat,soft cheese,37
meat,organic sausage,7
meat,snack products,7
meat,instant coffee,13
meat,specialty fat,10
meat,mustard,24
meat,soups,9
meat,sweet spreads,19
meat,bags,1
meat,long life bakery product,65
meat,chocolate marshmallow,13
meat,rum,12
meat,sauces,9
meat,waffles,60
meat,napkins,70
meat,spices,10
meat,brandy,9
meat,frozen fruits,1
meat,canned fruit,4
meat,zwieback,23
meat,liver loaf,16
meat,prosecco,7
meat,bathroom cleaner,3
meat,cat food,49
meat,semi-finished bread,33
meat,cookware,6
meat,canned fish,24
meat,chewing gum,45
meat,canned vegetables,11
meat,light bulbs,6
meat,artif. sweetener,11
meat,hygiene articles,48
meat,frozen fish,27
meat,potato products,9
meat,nuts/prunes,11
meat,vinegar,18
meat,frozen dessert,31
meat,decalcifier,2
meat,spread cheese,28
meat,house keeping products,11
meat,frozen chicken,1
meat,soap,5
meat,cling film/bags,20
meat,female sanitary products,14
meat,white bread,72
meat,pet care,31
meat,Instant food products,15
meat,salty snack,67
meat,specialty cheese,14
meat,baking powder,37
meat,dish cleaner,16
meat,sliced cheese,44
meat,frozen vegetables,91
meat,whipped/sour cream,134
meat,oil,50
meat,salt,20
meat,shopping bags,118
meat,margarine,95
meat,domestic eggs,109
meat,photo/film,25
meat,hair spray,5
meat,onions,81
meat,candy,56
meat,UHT-milk,73
meat,liquor (appetizer),25
meat,pickled vegetables,34
meat,liquor,29
meat,cream cheese,77
meat,hard cheese,62
meat,ice cream,69
ice cream,toilet cleaner,1
ice cream,make up remover,2
ice cream,ready soups,5
ice cream,pudding powder,4
ice cream,specialty vegetables,2
ice cream,salad dressing,1
ice cream,tea,4
ice cream,rice,11
ice cream,flower (seeds),15
ice cream,jam,9
ice cream,honey,5
ice cream,cake bar,21
ice cream,organic products,2
ice cream,softener,10
ice cream,cocoa drinks,4
ice cream,nut snack,8
ice cream,rubbing alcohol,2
ice cream,skin care,5
ice cream,cream,1
ice cream,ketchup,7
ice cream,syrup,6
ice cream,abrasive cleaner,7
ice cream,liqueur,5
ice cream,seasonal products,33
ice cream,cooking chocolate,4
ice cream,tidbits,4
ice cream,whisky,4
ice cream,candles,12
ice cream,male cosmetics,10
ice cream,dishes,40
ice cream,meat spreads,15
ice cream,cereals,11
ice cream,flower soil/fertilizer,6
ice cream,kitchen towels,7
ice cream,roll products,21
ice cream,dental care,8
ice cream,mayonnaise,23
ice cream,soft cheese,43
ice cream,organic sausage,11
ice cream,snack products,8
ice cream,instant coffee,15
ice cream,specialty fat,9
ice cream,mustard,26
ice cream,soups,16
ice cream,sweet spreads,21
ice cream,bags,1
ice cream,long life bakery product,65
ice cream,chocolate marshmallow,13
ice cream,rum,14
ice cream,sauces,18
ice cream,waffles,63
ice cream,napkins,75
ice cream,spices,10
ice cream,baby cosmetics,1
ice cream,brandy,7
ice cream,frozen fruits,6
ice cream,canned fruit,5
ice cream,zwieback,17
ice cream,liver loaf,12
ice cream,prosecco,8
ice cream,bathroom cleaner,2
ice cream,cat food,38
ice cream,semi-finished bread,40
ice cream,cookware,3
ice cream,canned fish,30
ice cream,chewing gum,47
ice cream,canned vegetables,13
ice cream,light bulbs,8
ice cream,artif. sweetener,5
ice cream,hygiene articles,52
ice cream,frozen fish,39
ice cream,potato products,5
ice cream,nuts/prunes,10
ice cream,vinegar,20
ice cream,frozen dessert,27
ice cream,decalcifier,5
ice cream,spread cheese,26
ice cream,house keeping products,11
ice cream,frozen chicken,1
ice cream,soap,5
ice cream,cling film/bags,21
ice cream,female sanitary products,13
ice cream,white bread,88
ice cream,pet care,22
ice cream,Instant food products,16
ice cream,salty snack,77
ice cream,specialty cheese,24
ice cream,baking powder,31
ice cream,dish cleaner,24
ice cream,sliced cheese,52
ice cream,frozen vegetables,84
ice cream,whipped/sour cream,114
ice cream,oil,56
ice cream,salt,25
ice cream,shopping bags,127
ice cream,margarine,106
ice cream,domestic eggs,128
ice cream,photo/film,23
ice cream,hair spray,2
ice cream,onions,79
ice cream,candy,49
ice cream,UHT-milk,75
ice cream,liquor (appetizer),20
ice cream,pickled vegetables,36
ice cream,liquor,35
ice cream,cream cheese,77
ice cream,hard cheese,45
hard cheese,preservation products,1
hard cheese,toilet cleaner,1
hard cheese,make up remover,2
hard cheese,ready soups,4
hard cheese,pudding powder,6
hard cheese,specialty vegetables,1
hard cheese,salad dressing,2
hard cheese,tea,10
hard cheese,rice,12
hard cheese,flower (seeds),9
hard cheese,kitchen utensil,1
hard cheese,jam,7
hard cheese,honey,1
hard cheese,cake bar,25
hard cheese,organic products,5
hard cheese,softener,6
hard cheese,cocoa drinks,4
