source,dest,weight
frozen meals,frozen fruits,1
frozen meals,canned fruit,2
frozen meals,zwieback,4
frozen meals,liver loaf,3
frozen meals,prosecco,1
frozen meals,cat food,15
frozen meals,semi-finished bread,6
frozen meals,cookware,1
frozen meals,canned fish,8
frozen meals,chewing gum,11
frozen meals,canned vegetables,6
frozen meals,light bulbs,2
frozen meals,artif. sweetener,1
frozen meals,hygiene articles,11
frozen meals,frozen fish,6
frozen meals,potato products,2
frozen meals,vinegar,1
frozen meals,frozen dessert,9
frozen meals,spread cheese,5
frozen meals,house keeping products,3
frozen meals,soap,1
frozen meals,cling film/bags,4
frozen meals,female sanitary products,3
frozen meals,white bread,30
frozen meals,pet care,6
frozen meals,Instant food products,1
frozen meals,salty snack,23
frozen meals,specialty cheese,4
frozen meals,baking powder,6
frozen meals,dish cleaner,8
frozen meals,sliced cheese,12
frozen meals,frozen vegetables,34
frozen meals,whipped/sour cream,44
frozen meals,oil,17
frozen meals,salt,5
frozen meals,shopping bags,43
frozen meals,margarine,26
frozen meals,domestic eggs,40
frozen meals,photo/film,9
frozen meals,onions,19
frozen meals,candy,17
frozen meals,UHT-milk,25
frozen meals,liquor (appetizer),4
frozen meals,pickled vegetables,8
frozen meals,liquor,9
frozen meals,cream cheese,21
frozen meals,hard cheese,12
frozen meals,ice cream,19
frozen meals,meat,23
frozen meals,white wine,13
frozen meals,cleaner,1
frozen meals,condensed milk,3
frozen meals,specialty chocolate,20
frozen meals,dog food,4
frozen meals,dessert,25
frozen meals,bottled beer,45
frozen meals,beverages,15
frozen meals,finished products,4
frozen meals,popcorn,1
frozen meals,pasta,13
frozen meals,curd,34
frozen meals,newspapers,41
frozen meals,sparkling wine,5
frozen meals,fish,2
frozen meals,processed cheese,8
frozen meals,grapes,11
frozen meals,detergent,10
frozen meals,soda,81
frozen meals,herbs,11
herbs,make up remover,1
herbs,pudding powder,2
herbs,specialty vegetables,1
herbs,salad dressing,2
herbs,tea,5
herbs,rice,1
herbs,flower (seeds),5
herbs,jam,2
herbs,cake bar,5
herbs,organic products,1
herbs,softener,1
herbs,cocoa drinks,1
herbs,cream,1
herbs,ketchup,3
herbs,syrup,1
herbs,liqueur,1
herbs,seasonal products,4
herbs,candles,7
herbs,male cosmetics,3
herbs,dishes,5
herbs,meat spreads,2
herbs,cereals,2
herbs,flower soil/fertilizer,1
herbs,kitchen towels,1
herbs,roll products,2
herbs,mayonnaise,4
herbs,soft cheese,9
herbs,organic sausage,1
herbs,instant coffee,2
herbs,mustard,3
herbs,soups,5
herbs,sweet spreads,5
herbs,long life bakery product,11
herbs,chocolate marshmallow,3
herbs,rum,2
herbs,sauces,3
herbs,waffles,8
herbs,napkins,16
herbs,spices,2
herbs,brandy,2
herbs,canned fruit,2
herbs,zwieback,4
herbs,liver loaf,5
herbs,prosecco,2
herbs,cat food,12
herbs,semi-finished bread,4
herbs,canned fish,8
herbs,chewing gum,10
herbs,canned vegetables,2
herbs,artif. sweetener,2
herbs,hygiene articles,10
herbs,frozen fish,3
herbs,potato products,3
herbs,vinegar,2
herbs,frozen dessert,6
herbs,spread cheese,8
herbs,house keeping products,1
herbs,frozen chicken,1
herbs,soap,1
herbs,cling film/bags,1
herbs,female sanitary products,3
herbs,white bread,21
herbs,pet care,3
herbs,Instant food products,5
herbs,salty snack,8
herbs,specialty cheese,2
herbs,baking powder,2
herbs,dish cleaner,3
herbs,sliced cheese,6
herbs,frozen vegetables,15
herbs,whipped/sour cream,22
herbs,oil,12
herbs,salt,3
herbs,shopping bags,11
herbs,margarine,19
herbs,domestic eggs,22
herbs,photo/film,1
herbs,hair spray,1
herbs,onions,16
herbs,candy,11
herbs,UHT-milk,18
herbs,liquor (appetizer),1
herbs,pickled vegetables,5
herbs,liquor,5
herbs,cream cheese,13
herbs,hard cheese,7
herbs,ice cream,5
herbs,meat,12
herbs,white wine,6
herbs,cleaner,1
herbs,condensed milk,2
herbs,specialty chocolate,9
herbs,dog food,1
herbs,dessert,12
herbs,bottled beer,26
herbs,beverages,12
herbs,finished products,4
herbs,popcorn,3
herbs,pasta,4
herbs,curd,17
herbs,newspapers,25
herbs,fish,1
herbs,processed cheese,7
herbs,grapes,12
herbs,detergent,7
herbs,soda,43
soda,preservation products,1
soda,toilet cleaner,3
soda,make up remover,2
soda,ready soups,7
soda,pudding powder,5
soda,specialty vegetables,4
soda,salad dressing,1
soda,tea,10
soda,rice,12
soda,flower (seeds),29
soda,kitchen utensil,1
soda,jam,13
soda,honey,6
soda,cake bar,36
soda,organic products,4
soda,softener,22
soda,cocoa drinks,5
soda,nut snack,7
soda,rubbing alcohol,3
soda,skin care,4
soda,cream,4
soda,ketchup,13
soda,syrup,8
soda,abrasive cleaner,7
soda,liqueur,3
soda,seasonal products,42
soda,cooking chocolate,5
soda,tidbits,6
soda,whisky,3
soda,candles,22
soda,male cosmetics,12
soda,dishes,37
soda,meat spreads,14
soda,cereals,15
soda,flower soil/fertilizer,6
soda,kitchen towels,12
soda,roll products,33
soda,dental care,9
soda,mayonnaise,21
soda,soft cheese,47
soda,organic sausage,4
soda,snack products,15
soda,instant coffee,22
soda,specialty fat,6
soda,mustard,24
soda,soups,24
soda,sweet spreads,22
soda,bags,1
soda,long life bakery product,92
soda,chocolate marshmallow,22
soda,rum,14
soda,sauces,18
soda,waffles,95
soda,napkins,107
soda,spices,14
soda,baby cosmetics,1
soda,brandy,14
soda,frozen fruits,2
soda,canned fruit,12
soda,zwieback,28
soda,liver loaf,15
soda,prosecco,5
soda,bathroom cleaner,7
soda,cat food,61
soda,semi-finished bread,48
soda,cookware,5
soda,canned fish,42
soda,chewing gum,58
soda,canned vegetables,27
soda,light bulbs,13
soda,artif. sweetener,14
soda,hygiene articles,66
soda,frozen fish,37
soda,potato products,6
soda,nuts/prunes,10
soda,vinegar,18
soda,frozen dessert,39
soda,decalcifier,3
soda,spread cheese,33
soda,house keeping products,12
soda,frozen chicken,2
soda,soap,10
soda,cling film/bags,29
soda,female sanitary products,12
soda,white bread,121
soda,pet care,37
soda,Instant food products,31
soda,salty snack,80
soda,specialty cheese,23
soda,baking powder,48
soda,dish cleaner,20
soda,sliced cheese,72
soda,frozen vegetables,142
soda,whipped/sour cream,189
soda,oil,81
soda,salt,30
soda,shopping bags,252
soda,margarine,158
soda,domestic eggs,173
soda,photo/film,31
soda,hair spray,1
soda,onions,101
soda,candy,74
soda,UHT-milk,107
soda,liquor (appetizer),34
soda,pickled vegetables,46
soda,liquor,42
soda,cream cheese,117
soda,hard cheese,73
soda,ice cream,73
soda,meat,83
soda,white wine,71
soda,cleaner,10
soda,condensed milk,34
soda,specialty chocolate,89
soda,dog food,21
soda,dessert,115
soda,bottled beer,215
soda,beverages,102
soda,finished products,18
soda,popcorn,19
soda,pasta,48
soda,curd,168
soda,newspapers,194
soda,sparkling wine,17
soda,fish,13
soda,processed cheese,55
soda,grapes,76
soda,detergent,42
detergent,ready soups,1
detergent,pudding powder,2
detergent,specialty vegetables,1
detergent,tea,1
detergent,rice,1
detergent,flower (seeds),2
detergent,jam,2
detergent,honey,1
detergent,cake bar,7
detergent,softener,1
detergent,cocoa drinks,1
detergent,cream,1
detergent,ketchup,2
detergent,syrup,2
detergent,abrasive cleaner,1
detergent,seasonal products,3
detergent,tidbits,1
detergent,whisky,1
detergent,candles,1
detergent,male cosmetics,3
detergent,dishes,6
detergent,cereals,1
detergent,kitchen towels,2
detergent,roll products,3
detergent,dental care,2
detergent,mayonnaise,1
detergent,soft cheese,10
detergent,organic sausage,2
detergent,snack products,1
detergent,instant coffee,3
detergent,mustard,3
detergent,soups,1
detergent,sweet spreads,4
detergent,long life bakery product,11
detergent,chocolate marshmallow,7
detergent,rum,2
detergent,sauces,2
detergent,waffles,7
detergent,napkins,16
detergent,spices,2
detergent,canned fruit,3
detergent,zwieback,6
detergent,liver loaf,3
detergent,bathroom cleaner,1
detergent,cat food,7
detergent,semi-finished bread,3
detergent,canned fish,6
detergent,chewing gum,4
detergent,canned vegetables,4
detergent,light bulbs,2
detergent,artif. sweetener,2
detergent,hygiene articles,4
detergent,frozen fish,4
detergent,potato products,1
detergent,vinegar,1
detergent,frozen dessert,5
detergent,spread cheese,3
detergent,house keeping products,2
detergent,cling film/bags,1
detergent,female sanitary products,1
detergent,white bread,13
detergent,pet care,2
detergent,salty snack,14
detergent,specialty cheese,3
detergent,baking powder,7
detergent,dish cleaner,1
detergent,sliced cheese,13
detergent,frozen vegetables,13
detergent,whipped/sour cream,25
detergent,oil,7
detergent,salt,6
detergent,shopping bags,22
detergent,margarine,15
detergent,domestic eggs,17
detergent,photo/film,5
detergent,hair spray,1
detergent,onions,6
detergent,candy,4
detergent,UHT-milk,6
detergent,liquor (appetizer),5
detergent,pickled vegetables,6
detergent,liquor,7
detergent,cream cheese,11
detergent,hard cheese,8
detergent,ice cream,8
detergent,meat,9
detergent,white wine,13
detergent,cleaner,1
detergent,condensed milk,3
detergent,specialty chocolate,5
detergent,dog food,4
detergent,dessert,13
detergent,bottled beer,28
detergent,beverages,7
detergent,finished products,4
detergent,popcorn,2
detergent,pasta,6
detergent,curd,12
detergent,newspapers,31
detergent,sparkling wine,2
detergent,processed cheese,4
detergent,grapes,16
grapes,ready soups,1
grapes,pudding powder,2
grapes,tea,4
grapes,rice,2
grapes,flower (seeds),4
grapes,honey,1
grapes,cake bar,4
grapes,softener,4
grapes,cocoa drinks,1
grapes,nut snack,1
grapes,cream,2
grapes,ketchup,3
grapes,seasonal products,9
grapes,tidbits,2
grapes,candles,4
grapes,male cosmetics,1
grapes,dishes,15
grapes,meat spreads,5
grapes,cereals,1
grapes,kitchen towels,2
grapes,roll products,5
grapes,dental care,5
grapes,mayonnaise,1
grapes,soft cheese,15
grapes,organic sausage,2
grapes,snack products,2
grapes,instant coffee,5
grapes,mustard,5
grapes,soups,3
grapes,sweet spreads,3
grapes,bags,1
grapes,long life bakery product,12
grapes,chocolate marshmallow,6
grapes,rum,4
grapes,sauces,3
grapes,waffles,23
grapes,napkins,20
grapes,spices,3
grapes,brandy,4
grapes,canned fruit,3
grapes,zwieback,4
grapes,liver loaf,4
grapes,bathroom cleaner,2
grapes,cat food,13
grapes,semi-finished bread,7
grapes,cookware,1
grapes,canned fish,8
grapes,chewing gum,9
grapes,canned vegetables,7
grapes,light bulbs,2
grapes,artif. sweetener,4
grapes,hygiene articles,16
grapes,frozen fish,2
grapes,potato products,1
grapes,nuts/prunes,1
grapes,vinegar,6
grapes,frozen dessert,7
grapes,decalcifier,1
grapes,spread cheese,6
grapes,cling film/bags,5
grapes,female sanitary products,2
grapes,white bread,28
grapes,pet care,1
grapes,Instant food products,3
grapes,salty snack,18
grapes,specialty cheese,4
grapes,baking powder,4
grapes,dish cleaner,4
grapes,sliced cheese,12
grapes,frozen vegetables,27
grapes,whipped/sour cream,32
grapes,oil,11
grapes,salt,4
grapes,shopping bags,33
grapes,margarine,26
grapes,domestic eggs,26
grapes,photo/film,8
grapes,hair spray,1
grapes,onions,21
grapes,candy,10
grapes,UHT-milk,19
grapes,liquor (appetizer),2
grapes,pickled vegetables,11
grapes,liquor,6
grapes,cream cheese,24
grapes,hard cheese,12
grapes,ice cream,16
grapes,meat,18
grapes,white wine,14
grapes,condensed milk,9
grapes,specialty chocolate,7
grapes,dog food,6
grapes,dessert,24
grapes,bottled beer,42
grapes,beverages,16
grapes,finished products,2
grapes,popcorn,2
grapes,pasta,8
grapes,curd,29
grapes,newspapers,32
grapes,sparkling wine,3
grapes,fish,5
grapes,processed cheese,12
processed cheese,ready soups,2
processed cheese,pudding powder,2
processed cheese,tea,1
processed cheese,rice,3
processed cheese,flower (seeds),1
processed cheese,kitchen utensil,1
processed cheese,jam,2
processed cheese,honey,1
processed cheese,cake bar,3
processed cheese,organic products,1
processed cheese,softener,1
processed cheese,nut snack,1
processed cheese,skin care,1
processed cheese,cream,1
processed cheese,ketchup,2
processed cheese,syrup,1
processed cheese,abrasive cleaner,2
processed cheese,liqueur,2
processed cheese,seasonal products,1
processed cheese,cooking chocolate,2
processed cheese,tidbits,1
processed cheese,candles,2
processed cheese,dishes,4
processed cheese,meat spreads,2
processed cheese,cereals,3
processed cheese,flower soil/fertilizer,3
processed cheese,kitchen towels,1
processed cheese,roll products,7
processed cheese,dental care,1
processed cheese,mayonnaise,6
processed cheese,soft cheese,5
processed cheese,organic sausage,1
processed cheese,snack products,2
processed cheese,instant coffee,5
processed cheese,specialty fat,2
processed cheese,mustard,3
processed cheese,soups,3
processed cheese,sweet spreads,4
processed cheese,long life bakery product,10
processed cheese,chocolate marshmallow,4
processed cheese,rum,2
processed cheese,waffles,11
processed cheese,napkins,7
processed cheese,spices,5
processed cheese,brandy,1
processed cheese,frozen fruits,1
processed cheese,canned fruit,2
processed cheese,zwieback,3
processed cheese,liver loaf,5
processed cheese,bathroom cleaner,2
processed cheese,cat food,9
processed cheese,semi-finished bread,7
processed cheese,canned fish,10
processed cheese,chewing gum,5
processed cheese,canned vegetables,5
processed cheese,light bulbs,2
processed cheese,artif. sweetener,1
processed cheese,hygiene articles,9
processed cheese,frozen fish,5
processed cheese,potato products,1
processed cheese,nuts/prunes,2
processed cheese,vinegar,2
processed cheese,frozen dessert,5
processed cheese,spread cheese,4
processed cheese,house keeping products,2
processed cheese,frozen chicken,1
processed cheese,female sanitary products,1
processed cheese,white bread,15
processed cheese,pet care,3
processed cheese,Instant food products,5
processed cheese,salty snack,13
processed cheese,specialty cheese,2
processed cheese,baking powder,6
processed cheese,dish cleaner,3
processed cheese,sliced cheese,8
processed cheese,frozen vegetables,19
processed cheese,whipped/sour cream,23
processed cheese,oil,10
processed cheese,salt,6
processed cheese,shopping bags,32
processed cheese,margarine,24
processed cheese,domestic eggs,27
processed cheese,photo/film,1
processed cheese,hair spray,2
processed cheese,onions,11
processed cheese,candy,5
processed cheese,UHT-milk,11
processed cheese,liquor (appetizer),1
processed cheese,pickled vegetables,7
processed cheese,liquor,4
processed cheese,cream cheese,8
processed cheese,hard cheese,6
processed cheese,ice cream,6
processed cheese,meat,16
processed cheese,white wine,12
processed cheese,cleaner,1
processed cheese,condensed milk,10
processed cheese,specialty chocolate,7
processed cheese,dog food,6
processed cheese,dessert,14
processed cheese,bottled beer,28
processed cheese,beverages,10
processed cheese,finished products,3
processed cheese,popcorn,3
processed cheese,pasta,3
processed cheese,curd,25
processed cheese,newspapers,25
processed cheese,sparkling wine,1
processed cheese,fish,1
fish,flower (seeds),1
fish,rubbing alcohol,1
fish,abrasive cleaner,1
fish,dishes,3
fish,meat spreads,3
fish,roll products,1
fish,mayonnaise,1
fish,mustard,1
fish,long life bakery product,2
fish,chocolate marshmallow,1
fish,rum,1
fish,sauces,1
fish,napkins,3
fish,spices,1
fish,zwieback,1
fish,semi-finished bread,1
fish,canned vegetables,2
fish,artif. sweetener,1
fish,hygiene articles,1
fish,vinegar,1
fish,frozen dessert,1
fish,soap,1
fish,female sanitary products,1
fish,white bread,2
fish,pet care,1
fish,Instant food products,1
fish,salty snack,2
fish,frozen vegetables,2
fish,whipped/sour cream,7
fish,oil,1
fish,shopping bags,4
fish,margarine,3
fish,domestic eggs,5
fish,candy,2
fish,UHT-milk,4
fish,pickled vegetables,1
fish,cream cheese,5
fish,hard cheese,3
fish,ice cream,3
fish,meat,3
fish,cleaner,1
fish,specialty chocolate,4
fish,bottled beer,8
fish,beverages,3
fish,finished products,1
fish,popcorn,1
fish,curd,3
fish,newspapers,7
sparkling wine,toilet cleaner,1
sparkling wine,tea,1
sparkling wine,flower (seeds),1
sparkling wine,softener,1
sparkling wine,rubbing alcohol,1
sparkling wine,ketchup,1
sparkling wine,seasonal products,2
sparkling wine,candles,1
sparkling wine,dishes,1
sparkling wine,meat spreads,1
sparkling wine,flower soil/fertilizer,1
sparkling wine,roll products,2
sparkling wine,mayonnaise,2
sparkling wine,soft cheese,1
sparkling wine,organic sausage,1
sparkling wine,instant coffee,3
sparkling wine,mustard,1
sparkling wine,sweet spreads,1
sparkling wine,long life bakery product,2
sparkling wine,rum,1
sparkling wine,waffles,10
sparkling wine,napkins,7
sparkling wine,brandy,1
sparkling wine,zwieback,1
sparkling wine,cat food,3
sparkling wine,semi-finished bread,1
sparkling wine,canned fish,3
sparkling wine,chewing gum,3
sparkling wine,light bulbs,1
sparkling wine,artif. sweetener,1
sparkling wine,hygiene articles,2
sparkling wine,frozen fish,3
sparkling wine,frozen dessert,4
sparkling wine,female sanitary products,1
sparkling wine,white bread,3
sparkling wine,salty snack,5
sparkling wine,baking powder,3
sparkling wine,dish cleaner,2
sparkling wine,sliced cheese,4
sparkling wine,frozen vegetables,5
sparkling wine,whipped/sour cream,13
sparkling wine,oil,3
sparkling wine,salt,2
sparkling wine,shopping bags,9
sparkling wine,margarine,4
sparkling wine,domestic eggs,5
sparkling wine,onions,3
sparkling wine,UHT-milk,3
sparkling wine,liquor,1
sparkling wine,cream cheese,6
sparkling wine,hard cheese,3
sparkling wine,ice cream,2
sparkling wine,meat,4
sparkling wine,white wine,2
sparkling wine,cleaner,1
sparkling wine,specialty chocolate,2
sparkling wine,dog food,1
sparkling wine,dessert,2
sparkling wine,bottled beer,11
sparkling wine,beverages,2
sparkling wine,finished products,1
sparkling wine,popcorn,1
sparkling wine,curd,4
sparkling wine,newspapers,5
newspapers,toilet cleaner,1
newspapers,make up remover,1
newspapers,ready soups,1
newspapers,pudding powder,4
newspapers,specialty vegetables,3
newspapers,salad dressing,2
newspapers,tea,2
newspapers,rice,5
newspapers,flower (seeds),15
newspapers,jam,1
newspapers,honey,2
newspapers,cake bar,18
newspapers,organic products,2
newspapers,softener,7
newspapers,cocoa drinks,4
newspapers,nut snack,4
newspapers,skin care,3
newspapers,cream,5
newspapers,ketchup,8
newspapers,syrup,6
newspapers,abrasive cleaner,5
newspapers,seasonal products,14
newspapers,cooking chocolate,2
newspapers,tidbits,2
newspapers,whisky,1
newspapers,candles,8
newspapers,male cosmetics,6
newspapers,dishes,19
newspapers,meat spreads,7
newspapers,cereals,5
newspapers,flower soil/fertilizer,3
newspapers,kitchen towels,3
newspapers,roll products,14
newspapers,dental care,4
newspapers,mayonnaise,11
newspapers,soft cheese,15
newspapers,organic sausage,4
newspapers,snack products,4
newspapers,instant coffee,15
newspapers,specialty fat,6
newspapers,mustard,13
newspapers,soups,9
newspapers,sweet spreads,9
newspapers,long life bakery product,35
newspapers,chocolate marshmallow,7
newspapers,rum,3
newspapers,sauces,5
newspapers,waffles,36
newspapers,napkins,54
newspapers,spices,4
newspapers,brandy,7
newspapers,frozen fruits,1
newspapers,canned fruit,4
newspapers,zwieback,11
newspapers,liver loaf,10
newspapers,prosecco,4
newspapers,bathroom cleaner,2
newspapers,cat food,34
newspapers,semi-finished bread,18
newspapers,cookware,2
newspapers,canned fish,18
newspapers,chewing gum,29
newspapers,canned vegetables,8
newspapers,light bulbs,5
newspapers,artif. sweetener,6
newspapers,hygiene articles,39
newspapers,frozen fish,19
newspapers,potato products,4
newspapers,nuts/prunes,7
newspapers,vinegar,10
newspapers,frozen dessert,19
newspapers,decalcifier,2
newspapers,spread cheese,20
newspapers,house keeping products,6
newspapers,frozen chicken,1
newspapers,soap,3
newspapers,cling film/bags,10
newspapers,female sanitary products,4
newspapers,white bread,64
newspapers,pet care,14
newspapers,Instant food products,13
newspapers,salty snack,55
newspapers,specialty cheese,6
newspapers,baking powder,20
newspapers,dish cleaner,16
newspapers,sliced cheese,28
newspapers,frozen vegetables,65
newspapers,whipped/sour cream,108
newspapers,oil,37
newspapers,salt,11
newspapers,shopping bags,117
newspapers,margarine,68
newspapers,domestic eggs,94
newspapers,photo/film,14
newspapers,hair spray,1
newspapers,onions,40
newspapers,candy,38
newspapers,UHT-milk,42
newspapers,liquor (appetizer),8
newspapers,pickled vegetables,19
newspapers,liquor,24
newspapers,cream cheese,63
newspapers,hard cheese,38
newspapers,ice cream,32
newspapers,meat,44
newspapers,white wine,30
newspapers,cleaner,9
newspapers,condensed milk,16
newspapers,specialty chocolate,27
newspapers,dog food,11
newspapers,dessert,55
newspapers,bottled beer,103
newspapers,beverages,42
newspapers,finished products,9
newspapers,popcorn,9
newspapers,pasta,13
newspapers,curd,76
curd,make up remover,2
curd,ready soups,4
curd,pudding powder,3
curd,specialty vegetables,2
curd,salad dressing,1
curd,tea,6
curd,rice,7
curd,flower (seeds),10
curd,jam,3
curd,honey,1
curd,cake bar,16
curd,softener,4
curd,cocoa drinks,2
curd,nut snack,3
curd,rubbing alcohol,1
curd,skin care,4
curd,ketchup,5
curd,syrup,4
curd,abrasive cleaner,5
curd,seasonal products,15
curd,cooking chocolate,2
curd,tidbits,5
curd,whisky,1
curd,candles,10
curd,male cosmetics,5
curd,dishes,17
curd,meat spreads,4
curd,cereals,4
curd,flower soil/fertilizer,3
curd,kitchen towels,4
curd,roll products,9
curd,dental care,6
curd,mayonnaise,12
curd,soft cheese,21
curd,organic sausage,3
curd,snack products,2
curd,instant coffee,10
curd,specialty fat,2
curd,mustard,10
curd,soups,4
curd,sweet spreads,13
curd,long life bakery product,34
curd,chocolate marshmallow,10
curd,rum,4
curd,sauces,5
curd,waffles,36
curd,napkins,33
curd,spices,7
curd,brandy,3
curd,frozen fruits,2
curd,canned fruit,1
curd,zwieback,15
curd,liver loaf,7
curd,prosecco,3
curd,bathroom cleaner,2
curd,cat food,30
curd,semi-finished bread,17
curd,cookware,4
curd,canned fish,15
curd,chewing gum,18
curd,canned vegetables,14
curd,light bulbs,6
curd,artif. sweetener,2
curd,hygiene articles,28
curd,frozen fish,18
curd,potato products,2
curd,nuts/prunes,7
curd,vinegar,6
curd,frozen dessert,7
curd,decalcifier,1
curd,spread cheese,12
curd,house keeping products,13
curd,soap,6
curd,cling film/bags,14
curd,female sanitary products,8
curd,white bread,48
curd,pet care,11
curd,Instant food products,8
curd,salty snack,44
curd,specialty cheese,6
curd,baking powder,23
curd,dish cleaner,6
curd,sliced cheese,25
curd,frozen vegetables,50
curd,whipped/sour cream,84
curd,oil,32
curd,salt,17
curd,shopping bags,92
curd,margarine,72
curd,domestic eggs,71
curd,photo/film,10
curd,hair spray,1
curd,onions,42
curd,candy,28
curd,UHT-milk,53
curd,liquor (appetizer),3
curd,pickled vegetables,19
curd,liquor,19
curd,cream cheese,48
curd,hard cheese,32
curd,ice cream,26
curd,meat,37
curd,white wine,24
curd,cleaner,3
curd,condensed milk,16
curd,specialty chocolate,35
curd,dog food,6
curd,dessert,43
curd,bottled beer,90
curd,beverages,40
curd,finished products,7
curd,popcorn,6
curd,pasta,17
pasta,pudding powder,2
pasta,tea,1
pasta,rice,3
pasta,flower (seeds),5
pasta,kitchen utensil,1
pasta,jam,1
pasta,nut snack,1
pasta,syrup,1
pasta,abrasive cleaner,2
pasta,seasonal products,5
pasta,candles,1
pasta,male cosmetics,3
pasta,dishes,2
pasta,cereals,1
pasta,kitchen towels,2
pasta,roll products,4
pasta,dental care,2
pasta,mayonnaise,1
pasta,soft cheese,1
pasta,snack products,2
pasta,mustard,4
pasta,soups,1
pasta,sweet spreads,5
pasta,long life bakery product,9
pasta,chocolate marshmallow,4
pasta,rum,2
pasta,sauces,4
pasta,waffles,10
pasta,napkins,8
pasta,spices,2
pasta,brandy,1
pasta,zwieback,2
pasta,liver loaf,1
pasta,prosecco,1
pasta,cat food,7
pasta,semi-finished bread,3
pasta,cookware,1
pasta,canned fish,8
pasta,chewing gum,5
pasta,canned vegetables,4
pasta,light bulbs,1
pasta,artif. sweetener,2
pasta,hygiene articles,12
pasta,frozen fish,4
pasta,potato products,1
pasta,nuts/prunes,1
pasta,frozen dessert,6
pasta,spread cheese,3
pasta,house keeping products,1
pasta,soap,1
pasta,cling film/bags,2
pasta,white bread,15
pasta,pet care,2
pasta,salty snack,9
pasta,specialty cheese,5
pasta,baking powder,2
pasta,sliced cheese,5
pasta,frozen vegetables,7
pasta,whipped/sour cream,21
pasta,oil,6
pasta,salt,2
pasta,shopping bags,26
pasta,margarine,17
pasta,domestic eggs,18
pasta,photo/film,2
pasta,onions,15
pasta,candy,4
pasta,UHT-milk,7
pasta,liquor (appetizer),2
pasta,pickled vegetables,5
pasta,liquor,2
pasta,cream cheese,14
pasta,hard cheese,9
pasta,ice cream,6
pasta,meat,9
pasta,white wine,8
pasta,condensed milk,4
pasta,specialty chocolate,7
pasta,dog food,2
pasta,dessert,8
pasta,bottled beer,27
pasta,beverages,11
pasta,finished products,3
pasta,popcorn,1
popcorn,jam,1
popcorn,cake bar,1
popcorn,softener,1
popcorn,seasonal products,1
popcorn,candles,2
popcorn,dishes,4
popcorn,dental care,1
popcorn,mayonnaise,2
popcorn,soft cheese,2
popcorn,instant coffee,1
popcorn,specialty fat,1
popcorn,mustard,3
popcorn,soups,1
popcorn,long life bakery product,5
popcorn,waffles,4
popcorn,napkins,3
popcorn,spices,1
popcorn,canned fruit,2
popcorn,zwieback,1
popcorn,bathroom cleaner,1
popcorn,cat food,2
popcorn,chewing gum,4
popcorn,canned vegetables,3
popcorn,hygiene articles,6
popcorn,frozen fish,2
popcorn,nuts/prunes,1
popcorn,frozen dessert,1
popcorn,spread cheese,2
popcorn,house keeping products,1
popcorn,cling film/bags,1
popcorn,female sanitary products,3
popcorn,white bread,7
popcorn,Instant food products,2
popcorn,salty snack,4
popcorn,specialty cheese,2
popcorn,baking powder,4
popcorn,sliced cheese,5
popcorn,frozen vegetables,5
popcorn,whipped/sour cream,8
popcorn,oil,7
popcorn,shopping bags,10
popcorn,margarine,9
popcorn,domestic eggs,6
popcorn,photo/film,1
popcorn,onions,5
popcorn,candy,4
popcorn,UHT-milk,1
popcorn,liquor (appetizer),3
popcorn,liquor,3
popcorn,cream cheese,6
popcorn,hard cheese,1
popcorn,ice cream,4
popcorn,meat,4
popcorn,white wine,4
popcorn,condensed milk,1
popcorn,specialty chocolate,5
popcorn,dog food,1
popcorn,dessert,2
popcorn,bottled beer,7
popcorn,beverages,6
popcorn,finished products,1
finished products,ready soups,1
finished products,specialty vegetables,1
finished products,rice,1
finished products,flower (seeds),2
finished products,honey,1
finished products,cake bar,2
finished products,softener,3
finished products,cocoa drinks,1
finished products,nut snack,1
finished products,seasonal products,2
finished products,candles,2
finished products,male cosmetics,3
finished products,dishes,5
finished products,cereals,1
finished products,flower soil/fertilizer,1
finished products,roll products,1
finished products,mayonnaise,2
finished products,soft cheese,2
finished products,organic sausage,1
finished products,instant coffee,1
finished products,mustard,2
finished products,soups,1
finished products,sweet spreads,2
finished products,long life bakery product,5
finished products,chocolate marshmallow,2
finished products,sauces,1
finished products,waffles,6
finished products,napkins,4
finished products,spices,1
finished products,canned fruit,1
finished products,zwieback,1
finished products,liver loaf,1
finished products,prosecco,1
finished products,cat food,1
finished products,semi-finished bread,4
finished products,canned fish,1
finished products,chewing gum,3
finished products,artif. sweetener,2
finished products,hygiene articles,4
finished products,frozen dessert,3
finished products,spread cheese,2
finished products,soap,1
finished products,cling film/bags,2
finished products,white bread,9
finished products,salty snack,8
finished products,baking powder,4
finished products,dish cleaner,1
finished products,sliced cheese,4
finished products,frozen vegetables,6
finished products,whipped/sour cream,19
finished products,oil,5
finished products,salt,2
finished products,shopping bags,5
finished products,margarine,11
finished products,domestic eggs,11
finished products,onions,5
finished products,candy,7
finished products,UHT-milk,9
finished products,liquor (appetizer),1
finished products,pickled vegetables,2
finished products,liquor,3
finished products,cream cheese,5
finished products,hard cheese,2
finished products,ice cream,7
finished products,meat,3
finished products,white wine,4
finished products,cleaner,1
finished products,condensed milk,2
finished products,specialty chocolate,3
finished products,dog food,1
finished products,dessert,8
finished products,bottled beer,14
finished products,beverages,5
beverages,make up remover,1
beverages,ready soups,3
beverages,pudding powder,1
beverages,salad dressing,1
beverages,tea,2
beverages,rice,5
beverages,flower (seeds),5
